,logFC,logCPM,F,PValue,FDR
ENSG00000001630,0.37354669594093143,0.9585827210386343,5.82215274602237,0.01643410178006784,0.0215801453079697
ENSG00000001631,0.16576406522833406,2.788134450582001,7.688889289827483,0.005907252367418192,0.00814299388266515
ENSG00000002016,-0.17384678885615798,3.334068702870866,4.802221956931152,0.029198708274017146,0.037312010251885915
ENSG00000002330,0.5287707431991523,3.114658563718782,18.088502409785363,2.8278568311309185e-05,4.787947744052612e-05
ENSG00000002549,0.6510748098670784,7.106645009644918,46.70487357498658,4.6712560666368925e-11,1.2335520009891717e-10
ENSG00000002586,0.3205244743631517,7.6100402765475375,7.431828022958015,0.006788213954125624,0.00929706384883872
ENSG00000002587,0.09721256621926147,2.6650261476789896,0.6880084632490041,0.40750846572018073,0.44418541536005013
ENSG00000002726,2.2978106721069715,2.489999205166841,44.1774937960199,1.431123697891796e-10,3.6404002213139293e-10
ENSG00000002746,0.08559535165307527,-0.20384621188696156,0.23089874591623952,0.6312144819426164,0.6625360425397129
ENSG00000002834,0.41579339677642674,8.266638594420172,11.3230362840086,0.000865998021045859,0.0012925684064125573
ENSG00000002919,0.21502083957167997,4.932473624959542,6.65735400712376,0.01035418432794125,0.01393299458464115
ENSG00000002933,0.5696719254043582,5.696853384313541,12.715522096065389,0.0004224192451367624,0.0006479220297606693
ENSG00000003056,0.2828492036350925,6.140974011002477,11.52824290522823,0.0007786059565012298,0.0011664118555212704
ENSG00000003096,-1.9158930594214791,4.6167545137301875,86.14139211536563,3.617017529663696e-18,1.620378792218051e-17
ENSG00000003137,-1.00698066180431,3.805134495642232,20.963404093093814,6.890886073743316e-06,1.2263508013031907e-05
ENSG00000003147,0.3117714591569204,5.43996757248888,11.296097303458872,0.0008781355317902586,0.0013098481420665319
ENSG00000003249,2.3523481403381545,5.3997026205382195,222.6225140334781,5.78485053762761e-38,1.434627588900513e-36
ENSG00000003393,-0.16227207823098355,5.033702597107603,6.346249601658548,0.012286982604712608,0.016373595191385478
ENSG00000003400,-0.12624677007966034,3.9603807207681205,0.9560355816080197,0.3289825192456979,0.3649744365099558
ENSG00000003402,-0.5350626549004499,6.8556225049274495,59.67784041283846,1.7220694334680537e-13,5.43201355202752e-13
ENSG00000003436,-1.5024701560862594,5.347524448247333,59.41834151421842,1.9241111408406228e-13,6.044851179868751e-13
ENSG00000003509,0.32667424149688,3.728752222108007,36.542879620506255,4.466423121744479e-09,1.015041880815508e-08
ENSG00000003756,-0.6864263914254668,6.113623701388078,142.7124586660475,3.9170170345705774e-27,3.4467906602087167e-26
ENSG00000003987,0.320679273168107,1.078220863657308,4.006372555380143,0.046241474414869324,0.057868379740572976
ENSG00000003989,-1.3252269236087437,7.470503154736996,23.485712453571896,2.029793266538843e-06,3.768752287857196e-06
ENSG00000004059,0.9816168409770316,6.5582375847487455,152.0002531626604,1.7186102734226987e-28,1.7084685541058504e-27
ENSG00000004139,-0.7514468603542607,2.288227850442145,38.177727448944715,2.124677616276445e-09,4.93042277820219e-09
ENSG00000004142,0.5094121374654619,6.977926611306737,37.106806769752176,3.452080101276553e-09,7.901878542510744e-09
ENSG00000004399,-0.05406251048874047,7.432776596051961,0.3123106409902074,0.5766861439407163,0.6104072345492728
ENSG00000004455,0.7007150517219123,7.179505301275631,112.458784939238,1.6907794440535527e-22,1.025490912239941e-21
ENSG00000004468,1.6604934669650215,3.2227284826454747,51.076708855727944,6.906955313880103e-12,1.9262215870879054e-11
ENSG00000004478,1.0255456905150462,7.907294535784114,95.15690369603739,1.0965830425867834e-19,5.433229017840557e-19
ENSG00000004487,0.8639556170206002,6.844527303785326,187.49463665257224,1.9809441975808675e-33,3.10491831941028e-32
ENSG00000004534,-0.27554631327166873,6.267012793473261,19.58895371790023,1.3494278754624279e-05,2.349874449922885e-05
ENSG00000004660,0.11543275578486101,3.68871609129791,1.3053572546962788,0.2541559090710823,0.2871577851190434
ENSG00000004700,0.20629260775668515,4.8359361021032665,3.308172339463272,0.06994164904576995,0.08559715266096292
ENSG00000004766,-0.14268042877605278,5.075454295025034,4.042530021248932,0.04526939920920189,0.056712615289619864
ENSG00000004776,-3.953439976146629,4.219311302619105,147.6193903727278,7.6319755143241325e-28,7.156986466516899e-27
ENSG00000004777,1.1203837078339098,3.6306360146571,71.9034137369176,1.0727014264344124e-15,3.9594243925971336e-15
ENSG00000004779,0.790129917779036,5.734585545783963,98.09066390883144,3.582881088039414e-20,1.8390418189747185e-19
ENSG00000004799,-3.953223346061376,7.833214308543365,201.58334156670543,2.760416758730168e-35,5.182433029266608e-34
ENSG00000004838,-0.06261270906469446,2.9451921189536683,0.10456894213487257,0.7466421707362573,0.7716499171280206
ENSG00000004846,-4.005412212829461,1.1189123008677653,225.18129045924934,2.5564141100800995e-38,6.575294008856641e-37
ENSG00000004848,0.9384890970792399,-0.13488084895387614,7.22746507981505,0.007588748609434275,0.010344974137771488
ENSG00000004864,0.9982754453236765,5.008531094047208,170.25302506250762,4.447716361201798e-31,5.592995846544211e-30
ENSG00000004866,0.16192699851957743,4.6334408052761695,6.574741665474113,0.0108346281987082,0.01454182548719815
ENSG00000004897,-0.029381080206168707,6.235955560995191,0.1478249651240417,0.7008973162099837,0.729290463291441
ENSG00000004948,-2.6108269103234636,-0.39607580576774426,184.0234260491119,4.148678037050967e-33,6.246065266893401e-32
ENSG00000004961,0.6673503751369583,4.624854144285683,97.91466553547136,3.8309561001174876e-20,1.962066505507995e-19
ENSG00000004975,0.24153145252729577,5.083548978614911,13.542511589614952,0.00027680615533102115,0.00043047224705046276
ENSG00000005001,1.5569619943176465,3.5557815368611543,83.35700245328489,1.0824542475364678e-17,4.669160778473913e-17
ENSG00000005007,0.4602001109162359,7.159244466516498,57.55345017130709,4.243802569985266e-13,1.2979205799174762e-12
ENSG00000005020,-0.9321709226880385,5.46900205833014,75.13377834919913,2.886126640846205e-16,1.1143440441293245e-15
ENSG00000005022,1.0899217012743143,7.858937391899368,179.23644357461708,2.5839089178680244e-32,3.605709914568223e-31
ENSG00000005059,0.8757279967697631,4.472042027392148,84.62526197104813,6.5375920438814454e-18,2.873006665770603e-17
ENSG00000005073,2.3423289558745095,0.4079974311253278,72.45372128819989,8.775347677719413e-16,3.2680785944169548e-15
ENSG00000005075,1.1205808511913102,5.042698049982479,103.24285747319517,5.1362918692866004e-21,2.791962839063667e-20
ENSG00000005100,0.3115724001634253,4.946385959268997,18.024587569976816,2.9181479134667133e-05,4.9323373256724284e-05
ENSG00000005102,-2.7993518441654963,3.845321159530178,150.2882238602764,3.091414122895086e-28,3.017033021086389e-27
ENSG00000005108,-1.438986695707483,2.986818409266642,82.4674151369315,1.5411367115762176e-17,6.56141060331596e-17
ENSG00000005156,0.7885077415068196,5.49821379244102,81.41197923155427,2.3294421159313355e-17,9.810413992297307e-17
ENSG00000005175,0.15916756908706547,5.158199486153696,6.899428633433354,0.009068900499975623,0.012265251732174466
ENSG00000005187,-0.5803243270832169,2.870088138975097,10.790764293097695,0.0011422679254168295,0.001684352017772202
ENSG00000005189,0.739758777864772,3.1074642298461224,61.30959705111125,8.664989968498042e-14,2.7906759803814137e-13
ENSG00000005194,0.7329306164240457,5.42115627987293,147.49021330648324,7.778397564347322e-28,7.290639401289754e-27
ENSG00000005206,0.5594607930080004,5.152043967048707,34.79486019521784,9.948750534885601e-09,2.198956102267445e-08
ENSG00000005238,0.4001239650556212,4.555044582422189,25.351838541995427,8.29229872480592e-07,1.5830290337431944e-06
ENSG00000005243,-0.8745918748282343,4.442294668409663,31.784595559489777,4.003802742162101e-08,8.423391930208048e-08
ENSG00000005249,-2.502732350250961,7.0378787431400855,140.8119930378478,7.52196485405703e-27,6.468909117449841e-26
ENSG00000005302,0.6807045110072899,5.212937992381546,134.96521630741128,5.598621352516042e-26,4.445376673914967e-25
ENSG00000005339,-0.2597491399545659,7.16159231242557,13.229688237385806,0.00032468956701163775,0.0005020150664420881
ENSG00000005379,-0.23074609191266265,4.61200889513811,2.06489489438285,0.15177666597216377,0.17754594163362467
ENSG00000005436,-0.008354203126311213,4.416200639479403,0.01666808411229347,0.8973618595749688,0.9084386017103754
ENSG00000005448,0.5406749065799418,3.6479488117576704,26.963321187651715,3.852107458154929e-07,7.545627211401531e-07
ENSG00000005469,-0.2746429961513434,4.905976169460734,3.4958573107303312,0.06250511916642099,0.0769949422459095
ENSG00000005471,0.017835490005548082,0.9424022412630824,0.01998372579081689,0.887678823105422,0.899951545936255
ENSG00000005483,-0.43630745103971935,6.667951518058065,35.66661340018791,6.667706051893641e-09,1.4931668917887327e-08
ENSG00000005486,0.6798118328234402,6.586704905335492,64.76613170873286,2.0327327503066093e-14,6.862262086655224e-14
ENSG00000005513,2.2094819501376803,3.357872080677519,63.25846479816843,3.8639622071074984e-14,1.2769923879586975e-13
ENSG00000005700,-0.30907797541149173,6.274183784236298,17.639559233280767,3.531775450140597e-05,5.924524010243026e-05
ENSG00000005801,0.17163522818149773,4.737776765176727,5.492756694435634,0.0197536088423496,0.025713381952182052
ENSG00000005810,-0.8976639749226514,6.593027585604633,68.99470713163302,3.5312618231042298e-15,1.2541512788267046e-14
ENSG00000005812,-0.7793251337765791,5.956094250153095,94.77040267655832,1.2712424452803596e-19,6.260458910797325e-19
ENSG00000005844,1.3789003637752992,4.72282924711629,71.61977728203867,1.2046409247866557e-15,4.432424370835434e-15
ENSG00000005882,-1.0327319118636904,4.860855429934906,64.11392962623249,2.6716941978043524e-14,8.941831001386001e-14
ENSG00000005884,-0.6101134008492368,6.731382453659896,16.92943483444438,5.027984188095076e-05,8.313580010008827e-05
ENSG00000005889,-0.4975293632868893,5.967340191043771,38.442122401438645,1.880777211395101e-09,4.381840652364439e-09
ENSG00000005893,0.46475016598598723,8.228954649936693,36.72581600394847,4.107387770348124e-09,9.353799040036484e-09
ENSG00000005961,0.9563858506356643,0.11120150619551716,31.977974537200495,3.688564548202539e-08,7.776803302157998e-08
ENSG00000005981,-2.37553567658481,-0.48033709687111964,86.68329109903921,2.137895294727871e-18,9.714824815581156e-18
ENSG00000006007,0.02227483271211878,6.364728798789468,0.09863035844796271,0.753699601101124,0.7785134420256266
ENSG00000006015,0.9911385666256926,4.21425274871474,52.154703096635004,4.319221101530229e-12,1.2237138693562689e-11
ENSG00000006016,2.294999182133695,3.546944540592227,63.99529181352821,2.8165782403965342e-14,9.416627305055389e-14
ENSG00000006025,-0.3001451929952759,3.4349324378513773,8.982942317656633,0.002954923081090323,0.00418496604508884
ENSG00000006042,-0.3976924631866823,5.713608146107351,8.71799166394658,0.0034020436422159002,0.004792437401370734
ENSG00000006047,1.0801834739286644,3.2671850374792695,30.628416091065635,6.866298086499152e-08,1.418392707903752e-07
ENSG00000006062,-0.08452704306740773,4.150245789039891,0.8003799697862573,0.3717030838029667,0.40839508572957717
ENSG00000006071,-1.9994749421905311,3.055913466340872,43.24076531844594,2.180637096542066e-10,5.460791893429771e-10
ENSG00000006118,2.6483420340487167,6.512343479219459,248.29561347461404,4.3324272870225645e-41,1.4113598926835356e-39
ENSG00000006125,-0.19786908247495757,8.425066344229842,6.3735437218926325,0.012103403799277122,0.01614506688847788
ENSG00000006128,-3.4198837875215835,-0.24458617073394295,152.2995802796517,7.924353764176291e-29,8.070669446423337e-28
ENSG00000006194,0.0954869916178377,5.379354392822442,2.5651456815697244,0.11030376528858099,0.13147438214757623
ENSG00000006210,-1.4451985169089099,7.53916849010185,65.68767932222278,1.3870161651143237e-14,4.7371352094014133e-14
ENSG00000006282,-0.12159887151021,5.79429898193144,0.9238225395517117,0.3372541928112359,0.3733978418720647
ENSG00000006283,-1.7251078620468419,0.9607728346363419,59.52351270299341,1.8746284749164133e-13,5.896329327579816e-13
ENSG00000006327,1.3669602139070072,5.549067835651672,75.3346874311703,2.6632440315316594e-16,1.0308424786919995e-15
ENSG00000006377,4.2084886809280935,0.05769746158964561,208.6134824309562,8.500462356916562e-38,2.088700993587159e-36
ENSG00000006432,0.5082767121715981,4.147098663270211,16.618762757405193,5.8703893619858284e-05,9.640823000155718e-05
ENSG00000006451,0.5122271553994836,6.408918038218562,69.21398898955984,3.2238330569608696e-15,1.1484559788933378e-14
ENSG00000006453,1.540071003737052,5.01496821101202,222.98871190751316,5.156758753613942e-38,1.287399625284741e-36
ENSG00000006459,-0.0022768862108628342,5.611294326712194,0.0004635707069664596,0.9828367568724432,0.9850492853490816
ENSG00000006468,-1.0658621942349542,4.239819927491012,54.29194025385316,1.7167953948444047e-12,5.011295205775136e-12
ENSG00000006530,0.5270986926164206,4.942676652573421,77.3160300866191,1.1966335497125183e-16,4.75373927046407e-16
ENSG00000006534,0.7620799804767837,4.0069622085572,45.64794944474205,7.45273750101738e-11,1.939848810294042e-10
ENSG00000006555,1.2451215082734877,3.9159106613563233,37.6428755330976,2.7065478830966672e-09,6.241181263537376e-09
ENSG00000006576,0.5669395884372984,5.171548551003924,34.96487165333753,9.200914864332774e-09,2.0394488744447434e-08
ENSG00000006607,0.14675172273458778,5.208164648055985,4.148319411980935,0.042561030475314364,0.053484456240450486
ENSG00000006625,1.8531945151006088,5.4202061621862,208.83331072563473,3.199700205975244e-36,6.574856500168252e-35
ENSG00000006634,1.8545118357575803,4.015654658126534,396.03634265482077,1.2993618729615434e-56,1.699074661713839e-54
ENSG00000006638,0.5082331948190415,1.4583680271897432,18.450478073832095,2.3666074136820486e-05,4.0325489364352674e-05
ENSG00000006652,0.31503283082412264,3.5769136793263097,8.517600264758396,0.0037857610843960443,0.00531057363219217
ENSG00000006695,0.17230697201619924,4.114931222825918,7.560159669944915,0.006332457028347224,0.008695154499417296
ENSG00000006704,1.1461120996816119,5.151190260061244,195.49223737226944,1.7176794203835225e-34,2.9850267176348965e-33
ENSG00000006712,0.49920827442775306,6.3649660515796835,34.17638021011463,1.3225460523018174e-08,2.8958183409826326e-08
ENSG00000006715,-0.1795795525591608,6.0542784600593835,7.753397467357339,0.005704812437288658,0.007873803348454429
ENSG00000006740,-0.027999094395911146,3.133769720159818,0.03715009883453027,0.847291395087578,0.8632179250704273
ENSG00000006744,0.16326994658902033,6.198612735304606,9.317970286442913,0.0024740942847585883,0.003536663025051666
ENSG00000006747,-0.0012162882637229986,3.5847570542656726,2.8989151554487482e-05,0.9957076969871709,0.9961871709985611
ENSG00000006756,-0.2816973712536998,6.478230194039452,9.042657508300891,0.002862615588531122,0.0040606925269263735
ENSG00000006757,-0.7902664817105596,4.801798357528929,72.32172927911294,9.032658223807883e-16,3.3565515923486407e-15
ENSG00000006831,-0.2730356560049095,7.227200499187221,8.031228215864266,0.00491227206121687,0.006818184031524216
ENSG00000007038,0.9152862286887806,2.331033717014251,6.330313315593172,0.012396654983293584,0.016513859908285727
ENSG00000007047,0.6794915842545993,5.4981547763801,72.26219685157774,9.253355888878613e-16,3.4371970950763046e-15
ENSG00000007062,0.739390926411992,6.7924945301261594,6.878013089345827,0.009175868023463938,0.012402743687346549
ENSG00000007080,1.1728522113359552,5.597868703167549,84.38215528084494,7.207448146221363e-18,3.15403868210141e-17
ENSG00000007129,0.645383542250465,0.6930572399485986,16.76996843940949,5.453706239340475e-05,8.981755590049986e-05
ENSG00000007168,-0.35431291451810704,7.126726643250735,41.680942318164796,4.3631394867927575e-10,1.0685834350168668e-09
ENSG00000007171,1.4727100612409492,0.5415263406623162,54.70210961597452,1.4657917236709792e-12,4.302125167308686e-12
ENSG00000007174,-3.104413399256515,0.5000227473480204,148.25439498758968,5.224151786587424e-28,4.973850013105818e-27
ENSG00000007202,-0.118110258346651,7.427733762665846,1.9108011800660967,0.16791118829834684,0.19512710653537946
ENSG00000007216,-2.332807246762377,3.4389829264930665,39.89950730602596,9.742607820443565e-10,2.324872685483336e-09
ENSG00000007237,-1.2486304262039603,5.958070323585037,72.2184872485753,9.433946625315932e-16,3.500106506880607e-15
ENSG00000007255,0.8737755238765141,4.705647822819432,52.833056913736165,3.2189957420055606e-12,9.224827797664672e-12
ENSG00000007264,1.3910618569956514,2.510715552695088,43.7380608951461,1.7449012486431353e-10,4.406794766123445e-10
ENSG00000007306,2.0332249754804295,-0.2661913431606572,36.25476940015179,5.068054916188666e-09,1.1466129325809057e-08
ENSG00000007312,1.04644254598942,2.079038423236034,24.286385271305505,1.3829022953618545e-06,2.6007130665766186e-06
ENSG00000007314,-3.756986160407061,3.2545945458909338,203.18785563676613,1.815285109088421e-35,3.4601443684856663e-34
ENSG00000007341,-0.048776225894634956,3.642710706963877,0.724066461129408,0.3954978556353195,0.4322781390299765
ENSG00000007372,5.54390759796991,0.7674446139109967,226.97213484470475,9.706970838271808e-40,2.8054195935833774e-38
ENSG00000007376,1.4523955814615574,4.6572868914430465,237.76787410140102,7.883845999734797e-40,2.2962622484274295e-38
ENSG00000007384,0.4359451681046789,5.579105626892195,29.219554270444256,1.3275088206116162e-07,2.6914330951552217e-07
ENSG00000007392,0.2630948679603461,5.295353810753778,9.729665144289312,0.001990895533380662,0.0028704501473937076
ENSG00000007402,-0.9601793841182966,3.398902214510981,33.426084098217544,1.872131491475993e-08,4.041910490602654e-08
ENSG00000007516,-0.7631384632707098,3.812460484548203,13.494307198085139,0.00028374306427010707,0.0004407103213544922
ENSG00000007520,0.6776448290168555,4.817817298937693,53.09599132756995,2.8714607137555135e-12,8.25671903529361e-12
ENSG00000007541,0.7232651414846111,5.572342269889089,53.78878882075611,2.1294908419356415e-12,6.177373449170735e-12
ENSG00000007545,0.1810747515591611,4.501905643199199,5.883564515293927,0.01587766218779454,0.02089789577318013
ENSG00000007866,0.4537573266031131,5.543583490089128,36.565353682498944,4.419664677636253e-09,1.0047818821534382e-08
ENSG00000007908,-1.2825332072960256,4.111193784475469,23.54700024594309,1.9710152225609368e-06,3.6628914377526297e-06
ENSG00000007923,0.365936599532262,4.964053067273046,27.72387636264781,2.686458828065423e-07,5.319717634861309e-07
ENSG00000007933,2.842631899370534,4.124872637943167,81.81776780342068,2.0015604494029332e-17,8.446666405638784e-17
ENSG00000007944,-0.6401064317844345,5.740679988947834,43.61136367149216,1.8407008838448305e-10,4.639340319047646e-10
ENSG00000007952,0.8331360181262906,0.14084670552334863,51.27747063894085,6.429734999167742e-12,1.7984983507769274e-11
ENSG00000007968,3.573113271931029,3.5982825938512026,362.45763785820725,2.2945736831081737e-53,2.2701710740973408e-51
ENSG00000008018,0.5762270891360517,7.268869055979426,59.63897142931809,1.7506306526661558e-13,5.520243267150834e-13
ENSG00000008056,1.222085536304382,0.5957866623885194,34.221879941555954,1.3050710353969835e-08,2.8592294424004917e-08
ENSG00000008083,0.9454131753798545,5.527691215224236,121.93054956380357,5.497981993676181e-24,3.738427829081851e-23
ENSG00000008086,-0.03865524076135192,4.667249718292414,0.13980529437463468,0.7087409913775293,0.7364683410818794
ENSG00000008128,0.5190795380596741,-0.013872195060900717,18.805525570958523,1.9906820877564174e-05,3.415964426810796e-05
ENSG00000008130,0.09595324236298786,5.996179504492281,1.8834346411628449,0.1709781002785003,0.19855418563580157
ENSG00000008196,0.5379257663988036,5.946728523957788,2.271706336550943,0.132816378446502,0.15656156441785365
ENSG00000008226,-0.748822046957517,0.7180923240128739,20.73449914245249,7.723766855224966e-06,1.368973615410916e-05
ENSG00000008256,-0.3863529319721144,5.664602865431389,17.777927863872762,3.297504171469036e-05,5.543471230989796e-05
ENSG00000008277,-1.256704027370463,3.3119461969914794,82.01523071040154,1.8387350044935524e-17,7.780607795660769e-17
ENSG00000008282,-0.13311615826087403,7.268722838047606,3.603194600549119,0.05863637387691892,0.0724920036445955
ENSG00000008283,1.1703758508125226,7.4561693617285245,93.12157594844335,2.3997251326494776e-19,1.161596175392508e-18
ENSG00000008294,-0.04914499603197733,6.886123891852643,0.2066546964471283,0.6497337636329477,0.6803702551477004
ENSG00000008300,2.2458530490905257,3.468456272395233,126.03797499109533,1.2923519867435343e-24,9.212996492610502e-24
ENSG00000008311,-1.9177582890188518,4.204895694746084,240.2976438897952,3.9298985811802784e-40,1.1890804784707125e-38
ENSG00000008323,0.10020396593567078,4.453412600812984,0.41037441068569214,0.5222728913204768,0.5582151855771508
ENSG00000008324,0.6976293754646844,4.070800885129581,80.67195708552286,3.128112636130187e-17,1.30331056557483e-16
ENSG00000008382,0.7376569800408932,3.2338573780764053,48.00957662765382,2.6336335547471592e-11,7.060403417952276e-11
ENSG00000008394,-0.5905814131042022,8.014898497527923,10.227125959975663,0.001533151837941185,0.0022334376922454207
ENSG00000008405,-0.0415303176958456,4.790788650920162,0.3698055867319723,0.5435742325508661,0.5782395366064766
ENSG00000008441,-0.25524084994822765,7.675655010426217,3.8772713030196075,0.04987232143597341,0.06217083590208445
ENSG00000008513,0.5698845853630816,6.760052392409766,24.188474798334205,1.4477531291636693e-06,2.718571576845898e-06
ENSG00000008516,1.4567016220018234,2.180027988355482,52.57643101121676,3.615806203062193e-12,1.0317711001229964e-11
ENSG00000008517,1.7431580928919228,5.60825232071864,99.4745549038432,2.1258323702900438e-20,1.105421009233969e-19
ENSG00000008710,-0.6281672468440475,5.729018937489255,32.49509277189755,2.8780998526210408e-08,6.1218961601821e-08
ENSG00000008735,2.291633400544126,4.555293594627053,95.23290383051209,1.0697887108044692e-19,5.304688173782224e-19
ENSG00000008838,1.0464133287323536,6.831094907262012,64.00761546139616,2.7928415700999085e-14,9.338938576412409e-14
ENSG00000008853,-0.3555169290641686,4.067278697244986,16.86485601766939,5.191991219051275e-05,8.568847643869355e-05
ENSG00000008869,-0.36138758672511917,5.799903286037736,28.889928175816323,1.5500481594993167e-07,3.127020232439068e-07
ENSG00000008952,-0.34281005721578595,7.580121267917376,25.929768741128246,6.294316390392029e-07,1.2121258721312105e-06
ENSG00000008988,0.28326779403031743,9.917066310970592,6.675252887913298,0.010253019057267462,0.013803816210803102
ENSG00000009307,-0.3734418232584707,9.710131567571121,29.78340187112798,1.0188524891552792e-07,2.083499857252249e-07
ENSG00000009335,0.37371922741860936,6.929737123126044,23.791430523117015,1.7517023211184878e-06,3.2702757290929117e-06
ENSG00000009413,-0.8062517637302953,5.303710818166939,59.02313927319439,2.2728641477373645e-13,7.108260026516304e-13
ENSG00000009694,-0.8755348125666578,1.2520884632420937,14.348202917865082,0.00018405370760605998,0.00029001603425682273
ENSG00000009709,3.401542443146247,1.7038275544023254,36.93874436027916,3.733672184882125e-09,8.53078399133808e-09
ENSG00000009724,-1.7747512089888005,0.7359921606415589,163.90837552838434,3.802377044802531e-30,4.383517161575988e-29
ENSG00000009765,1.5636766239109103,1.937640573288863,14.132049202066776,0.00020527659427522276,0.0003223706253760301
ENSG00000009780,-0.24504383316869854,4.122483580454872,17.43232590732257,3.914618358003847e-05,6.534498185709152e-05
ENSG00000009790,1.8132609975399685,3.122935213819667,124.23217960126595,2.447417943662258e-24,1.7120938319693438e-23
ENSG00000009830,-0.14772567137883513,4.7018552624818115,5.334290550663886,0.02159449116690693,0.028006338627409675
ENSG00000009844,0.4856391753933466,5.8665866690580835,46.4332849174327,5.26589591163221e-11,1.3847136500015566e-10
ENSG00000009950,-3.483141443462217,3.62060116120848,132.98823659802287,1.1362407846552835e-25,8.81966227989587e-25
ENSG00000009954,0.5635912391799863,7.253549057946075,79.87091853633677,4.3022124671911566e-17,1.7696232055434986e-16
ENSG00000010017,0.6098199042005067,5.762823025140644,50.21484241174746,1.0024613152087853e-11,2.761494421492203e-11
ENSG00000010030,3.055116786205095,2.9552237358669644,268.53481347036586,2.0065561164785556e-43,8.00012640128625e-42
ENSG00000010072,0.6775773633008004,4.092206824713628,103.1481218189529,5.31983337546866e-21,2.8883729468028014e-20
ENSG00000010165,0.8445804289968609,5.780761520524468,164.52716279925883,2.808396846462386e-30,3.2862460971214113e-29
ENSG00000010219,0.8445357338829488,4.046301152719229,69.55056452377242,2.808637454573399e-15,1.0057202558994253e-14
ENSG00000010244,0.33823575095152175,7.06012003786565,62.50103090091584,5.2410237704351286e-14,1.7139192634376787e-13
ENSG00000010256,0.5244791887274213,7.230364532819763,33.635592733755104,1.6972958113888347e-08,3.6767532874374216e-08
ENSG00000010270,0.12216452328035353,4.92520524962453,3.6355349340192884,0.057521661342388855,0.07117035303654663
ENSG00000010278,0.9762863133312445,8.561024811753732,102.14524376855971,7.745750693464102e-21,4.150080006220207e-20
ENSG00000010292,1.678685895689329,6.817510631530906,276.02850369043136,2.62070898605142e-44,1.1422992384656294e-42
ENSG00000010295,-0.19446057204343925,3.544322399443125,3.0255747681435397,0.08299597580502358,0.10057298629888768
ENSG00000010310,-0.8271692771748874,1.3923668940525575,21.74913570463225,4.710527857930675e-06,8.491483699551306e-06
ENSG00000010318,-0.7378490976359688,2.5323212109949544,69.5261200378147,2.8481096259817095e-15,1.0191003677052862e-14
ENSG00000010319,-2.701920283878238,6.186549710524838,144.9496932189883,1.841966490749028e-27,1.6695555700686415e-26
ENSG00000010322,-0.8082253342198018,6.705015748829615,171.88621541869426,2.640326150136428e-31,3.383924515517551e-30
ENSG00000010327,-0.44004524021732466,6.0929826169077685,9.6736191868146,0.0020506344067970305,0.0029527809004079525
ENSG00000010361,-0.13926621868635072,3.836815618754927,1.7833952206013628,0.18275403245122254,0.21118017876686507
ENSG00000010404,-0.41862249995824796,2.7682379007008167,17.39632311904027,3.9863016151870024e-05,6.650593674373819e-05
ENSG00000010539,0.5360583190872605,3.5523920850404003,82.61018112347497,1.450719958052546e-17,6.200459998999899e-17
ENSG00000010610,0.7948727990482508,6.20291074458497,36.73719521893423,4.08798229879818e-09,9.311874894046433e-09
ENSG00000010626,0.167579339449857,3.3846565734086154,2.6880156961002672,0.10216322273076434,0.122278058109362
ENSG00000010671,0.9261867300687087,3.3274148779057127,52.401754767897984,3.881179057428903e-12,1.1034539637351841e-11
ENSG00000010704,-0.47597231468360746,4.248273030464438,23.17373347221756,2.3587420422920284e-06,4.357020394035231e-06
